,,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
origin_state,destination,,,,,,,,,,,,,,,,
MN,"Seattle, WA",30.0,3757.1,942.9915474810416,1642.0,3273.5,3775.0,4387.25,5384.0,30.0,318.7289401193645,62.80047228332329,218.71263912952392,285.36651828655556,304.40588228891056,342.5464646203911,496.9298981372654
MN,"Spokane, WA",3.0,186.66666666666666,99.38477415244918,72.0,156.0,240.0,244.0,248.0,3.0,269.53570382090953,4.810760481696418,264.09375,267.6924446202531,271.2911392405063,272.25668073136427,273.22222222222223
MN,"St. Louis, MO",30.0,2111.2,496.12800072506315,676.0,1935.75,2076.5,2562.25,2783.0,30.0,325.69897936030765,90.66596541897067,211.27893886116152,237.6625620170626,304.3347439831163,417.00462258416974,478.41043223353114
MN,"Tampa, FL (Metropolitan Area)",30.0,2710.266666666667,974.3902756059312,1137.0,2138.75,2548.0,3306.25,4732.0,30.0,312.48317413696077,96.001160117305,180.52943649598396,252.85188938098673,277.45340284767514,336.67764249201366,521.5627136431784
MN,"Trenton, NJ",1.0,255.0,,255.0,255.0,255.0,255.0,255.0,1.0,145.86301369863014,,145.86301369863014,145.86301369863014,145.86301369863014,145.86301369863014,145.86301369863014
MN,"Tucson, AZ",30.0,316.6,156.19695789346352,147.0,181.0,296.5,386.5,659.0,30.0,333.8687979696752,69.15557011133878,190.46987951807228,286.8264269818996,329.45419834663653,376.32751302334555,465.7843137254902
MN,"Valparaiso, FL",3.0,783.3333333333334,190.71532013273955,573.0,702.5,832.0,888.5,945.0,3.0,192.88172324503196,3.635905839893986,189.11758207070704,191.13551061207312,193.1534391534392,194.76379383219444,196.3741485109497
MN,"Washington, DC (Metropolitan Area)",30.0,5942.9,1449.6706486837527,2084.0,5081.25,6191.0,6770.75,8222.0,30.0,357.0814358677136,102.09832118170527,200.50976551366756,256.43841413758753,352.60823859530285,430.72398110151784,555.9311218446156
MN,"West Palm Beach/Palm Beach, FL",13.0,208.46153846153845,62.68255390539352,107.0,161.0,209.0,232.0,301.0,13.0,260.45169290766256,28.84509811477602,217.68888888888884,246.71641791044777,258.64516129032256,266.6231884057971,313.375
MO,"Las Vegas, NV",30.0,3135.4666666666667,559.500684621524,1369.0,2977.25,3248.0,3407.25,3921.0,30.0,240.47231860533094,23.255938963960837,186.57271198046925,225.66379788394096,237.96756288326048,257.16459353865525,288.5559485003178
MO,"Los Angeles, CA (Metropolitan Area)",30.0,4361.7,824.6458027541279,1812.0,4168.5,4403.0,4889.5,5455.0,30.0,280.1216745890195,29.579534143156156,235.9335688619138,258.0219348473161,274.2781328227078,294.6582326791075,333.3195467904757
MO,"Louisville, KY",5.0,346.6,76.26794870717318,283.0,284.0,342.0,354.0,470.0,5.0,175.27589561220935,14.355456790203,158.65191146881287,165.95575677267374,174.4742105263158,181.48001668752607,195.8175826057182
MO,"Miami, FL (Metropolitan Area)",30.0,1889.2666666666667,307.8874551804137,1074.0,1764.5,1968.5,2059.75,2508.0,30.0,276.2112792530543,28.963294005981798,222.6011275546159,261.6959357004288,280.5330158107323,299.8864866510186,317.59981964483904
MO,"Milwaukee, WI",24.0,858.5,255.47670701276655,210.0,747.0,788.0,988.25,1401.0,24.0,281.6440694949515,65.47872135657401,162.71453091684432,236.93840970149367,293.44822673422726,328.73261542667564,379.9354510800508
MO,"Minneapolis/St. Paul, MN",30.0,1562.1666666666667,524.2004146437159,506.0,1281.75,1510.5,1823.0,2973.0,30.0,337.6695350423036,88.94326551842586,199.58594012781697,268.92147220693454,304.8713712248009,418.51094028261707,503.05116898815896
MO,"Nashville, TN",30.0,1385.8,273.7361427763403,571.0,1384.0,1447.0,1528.75,1741.0,30.0,198.62507897867275,46.28948745673373,144.141387283237,150.4923601572039,192.80211291091229,240.41983404349557,281.6065107748739
MO,"New Orleans, LA",29.0,804.8275862068965,306.1640630406138,163.0,741.0,910.0,1003.0,1294.0,29.0,248.37033442444718,30.111776565374193,195.62009846012938,227.827003252852,246.4011941618753,269.0243542934415,318.06060606060606
MO,"New York City, NY (Metropolitan Area)",30.0,3864.5,854.1868789310282,1117.0,3766.75,3988.0,4442.25,4877.0,30.0,350.2484498751492,77.50978075011675,216.5717727037612,313.74202190511363,334.52038157619137,379.6856350542878,498.292425539643
MO,"Norfolk, VA (Metropolitan Area)",4.0,256.25,108.64429728859832,163.0,167.5,239.0,327.75,384.0,4.0,247.15592333616317,32.21093896336215,208.51822916666666,232.37444286725608,246.89601567108258,261.67749613998967,286.3134328358209
MO,"Oklahoma City, OK",14.0,870.5,252.6075551583462,162.0,829.25,869.5,919.25,1321.0,14.0,154.0508498308739,8.859009878353818,141.70052063217412,147.87250424826476,152.02994601703628,157.57109979280176,169.58860119239793
MO,"Orlando, FL",30.0,2983.5666666666666,566.2922167155784,1342.0,2759.75,3000.5,3322.25,4016.0,30.0,238.07264303213609,28.203400575949704,188.53218576295498,223.0297335045392,235.41786298424427,245.53456661891812,329.12440536867143
MO,"Pensacola, FL",2.0,213.5,207.18228688765842,67.0,140.25,213.5,286.75,360.0,2.0,180.60621854506633,12.672271237134659,171.64556962025316,176.12589408265973,180.60621854506633,185.0865430074729,189.56686746987947
MO,"Philadelphia, PA",30.0,1293.2,326.0090330883063,442.0,1044.75,1441.0,1534.25,1703.0,30.0,362.73297371029815,97.14734910485663,277.86790930891647,304.50189378887296,324.5116951615895,355.9379308500711,584.5450734573948
MO,"Phoenix, AZ",30.0,2843.9666666666667,433.10367344785124,1582.0,2647.75,2891.0,3083.75,3648.0,30.0,270.6909085124848,25.74158329731888,197.9535841368228,256.8280492112903,272.7524639335369,294.6050467688972,305.79720368754863
MO,"Pittsburgh, PA",14.0,410.42857142857144,196.66281737090958,160.0,213.5,444.5,543.5,799.0,14.0,296.4420353728639,66.59865285985582,228.08429322464406,260.4379787379038,266.7487332089837,290.12776188061434,434.2807073954984
MO,"Portland, OR",30.0,936.2333333333333,222.84704563248408,289.0,853.5,982.0,1081.25,1230.0,30.0,300.8139587313851,27.097681542247724,233.4749682449301,283.7168307161577,298.73716664919084,322.01382593414394,357.5859067514381
MO,"Raleigh/Durham, NC",29.0,702.2068965517242,269.1798893080272,206.0,505.0,753.0,946.0,1157.0,29.0,278.0990493795312,46.374907259000366,214.96815504725376,243.38085898543983,262.0343596757514,313.2647102124945,360.63743932038835
MO,"Sacramento, CA",24.0,577.2916666666666,223.972917455712,179.0,368.5,587.0,783.25,886.0,24.0,311.4311802812188,34.916377336192916,249.43594255548618,291.2479232910183,306.26672786037557,324.63037420111914,383.3902152641878
MO,"Salt Lake City, UT",29.0,953.9655172413793,177.8194274213954,529.0,858.0,948.0,1056.0,1317.0,29.0,299.61674762446773,33.410772402166785,182.87083674583673,285.308545644912,297.7407697418375,322.06936138035326,363.04674585284084
MO,"San Antonio, TX",27.0,848.8888888888889,206.9965316196484,399.0,759.0,877.0,987.5,1175.0,27.0,267.6790832960674,28.15221838558602,225.2927346092288,246.0257292520984,265.2284470413015,291.1896190601487,329.8868984896382
MO,"San Diego, CA",30.0,1505.4,301.7920727461439,644.0,1418.5,1516.0,1618.25,1992.0,30.0,291.49281768193794,26.22445012010127,248.30852824757108,271.7455518310023,285.3556876266383,311.8139560963113,351.42300786554745
MO,"San Francisco, CA (Metropolitan Area)",30.0,2459.733333333333,613.1770253098334,818.0,2415.25,2603.0,2738.5,3482.0,30.0,324.78420586300797,29.510744584191112,261.50967475588743,307.5753383067925,323.73214269758773,347.57238435983874,376.6215194349965
MO,"Seattle, WA",30.0,1662.1,342.8531755722849,833.0,1477.5,1607.5,1776.25,2341.0,30.0,301.48739877548877,27.468577148990494,234.33355114197576,286.75309776583407,304.7330471715752,316.5846879931199,363.0821164323888
MO,"St. Louis, MO",24.0,1643.75,715.0207810905249,188.0,1031.0,1745.5,2104.75,2844.0,24.0,169.16674914091115,36.8136920619351,130.6562889042585,138.72625719068463,148.61825580539434,203.74894422374228,229.30337958652896
MO,"Tampa, FL (Metropolitan Area)",30.0,3465.0,554.0458713736679,1976.0,3286.5,3516.0,3875.25,4108.0,30.0,257.75994753059024,30.189085204269496,204.947223677318,236.53916665495223,248.08326096774013,281.5350159904346,320.85509676611576
MO,"Tulsa, OK",9.0,776.5555555555555,363.1491123185871,168.0,734.0,902.0,1035.0,1095.0,9.0,158.39995289192268,5.5358423887280415,154.00332594235033,154.93333333333334,155.85188223498312,160.38903413900124,170.07092250922508
MO,"Valparaiso, FL",1.0,153.0,,153.0,153.0,153.0,153.0,153.0,1.0,180.53012048192772,,180.53012048192772,180.53012048192772,180.53012048192772,180.53012048192772,180.53012048192772
MO,"Washington, DC (Metropolitan Area)",30.0,9187.433333333332,1786.866910956511,3194.0,9381.25,9649.5,9977.75,10680.0,30.0,285.2806956980275,29.758830355856897,228.16506204054457,271.3790503623633,290.1679206173318,301.056683554131,334.66788249694
MO,"West Palm Beach/Palm Beach, FL",6.0,177.0,21.51278689523977,158.0,163.5,172.0,179.75,217.0,6.0,281.7175369493046,29.49376450009026,242.07692307692307,262.2677632961951,282.3285406885759,299.898449391172,322.2352941176471
MS,"Los Angeles, CA (Metropolitan Area)",5.0,238.2,109.15676799905721,152.0,154.0,170.0,354.0,361.0,5.0,354.6801952833654,27.714056868539245,322.3484848484848,334.2962962962963,353.4180055401662,372.921568627451,390.4166211044286
MS,"Miami, FL (Metropolitan Area)",7.0,464.57142857142856,188.56904760401616,159.0,368.5,504.0,555.5,741.0,7.0,198.61056770715828,28.017181443501247,174.8095602294455,178.77775452984488,180.96124401913872,215.48098711987603,245.98568640208194
MS,"New York City, NY (Metropolitan Area)",1.0,185.0,,185.0,185.0,185.0,185.0,185.0,1.0,381.65,,381.65,381.65,381.65,381.65,381.65
MS,"Orlando, FL",15.0,552.6666666666666,164.64666352381334,173.0,505.0,542.0,684.5,764.0,15.0,219.7009215798351,18.53081865267403,197.1157769663247,206.52764582543196,209.28544449884592,234.27804831894616,250.08938775510205
MS,"Tampa, FL (Metropolitan Area)",9.0,603.8888888888889,229.7468413517607,194.0,434.0,681.0,747.0,838.0,9.0,162.98107692491405,15.397898071639645,145.4994249357641,154.42851004404343,155.0036098310292,167.6451612903226,197.83252579376386
MS,"Washington, DC (Metropolitan Area)",27.0,907.2962962962963,259.89137003087313,245.0,748.5,1010.0,1096.5,1249.0,27.0,296.01901748469896,37.93677254688495,218.06668257187167,268.46786286986725,295.25005257623553,323.6764305055009,371.337922705314
MT,"Chicago, IL",6.0,283.1666666666667,111.7254074356709,93.0,251.5,293.0,346.5,418.0,6.0,304.8529845433457,36.791747578754745,251.45454545454547,278.98023121098373,316.9520042194093,332.8501344086021,339.2868686868687
MT,"Dallas/Fort Worth, TX",4.0,220.25,79.41609828408008,106.0,199.0,245.0,266.25,285.0,4.0,307.68431908119675,28.23415446384389,276.28864933417884,293.5784914474687,305.181302742616,319.28713037634407,344.0860215053763
MT,"Denver, CO",18.0,530.2222222222222,392.33367484617054,166.0,215.25,377.0,683.0,1296.0,18.0,232.2700226244051,28.81580287635582,174.57654421914577,213.07957597231587,234.2080126462721,252.72709450402144,280.603470095938
MT,"Las Vegas, NV",9.0,246.55555555555554,124.64360303592711,146.0,168.0,183.0,336.0,507.0,9.0,193.25820633166478,23.00016607783636,155.20481927710844,183.6602986756833,201.40579710144928,212.8888888888889,215.30645161290323
MT,"Los Angeles, CA (Metropolitan Area)",11.0,890.9090909090909,578.5311494717383,172.0,416.0,618.0,1377.0,1808.0,11.0,281.102001405135,32.93425383893881,215.3575622520782,267.28526672214275,281.69526818090804,304.2541711618342,321.49666119739
MT,"Minneapolis/St. Paul, MN",5.0,331.4,90.75406326991647,240.0,263.0,331.0,352.0,471.0,5.0,238.92608852650218,18.429639604137744,222.54771358159914,223.9619198312236,232.38541666666669,250.5848549186129,265.1505376344086
MT,"New York City, NY (Metropolitan Area)",10.0,535.5,319.774312775606,177.0,299.0,449.5,741.0,1184.0,10.0,434.24784406818725,69.73172897139494,327.23813201524047,381.78617152367286,421.88501650547187,493.3672602739726,539.5276864128039
MT,"Phoenix, AZ",12.0,266.5,126.22094625190888,167.0,173.75,202.5,378.75,523.0,12.0,198.23546522789403,20.17837827222633,161.83506233939278,185.92482517482517,204.00200716845882,211.89198059360731,223.29870129870127
MT,"San Francisco, CA (Metropolitan Area)",14.0,344.57142857142856,214.98934295080207,172.0,207.0,226.0,444.75,830.0,14.0,304.47238344907186,38.08207227367615,243.18571428571428,274.02272898481556,303.8636949122865,333.6637164205657,368.6986301369863
MT,"Seattle, WA",12.0,680.0833333333334,311.6975393881159,183.0,504.5,584.5,859.75,1152.0,12.0,223.53106728120022,25.933192861233724,180.97610545273878,201.65149214555532,227.58205531465472,240.53539606122786,273.5990893841361
MT,"Washington, DC (Metropolitan Area)",5.0,197.6,72.82032683255412,72.0,210.0,216.0,230.0,260.0,5.0,368.13203005229025,63.055934123982865,296.746835443038,318.7590361445783,362.23958333333337,418.8924731182795,444.02222222222224
NC,"Boston, MA (Metropolitan Area)",3.0,395.6666666666667,166.58431298694765,297.0,299.5,302.0,445.0,588.0,3.0,172.15710978835978,6.763832956191662,165.57291666666666,168.69201388888888,171.8111111111111,175.44920634920635,179.08730158730157
NC,"Chicago, IL",30.0,3966.5333333333333,1357.9982665504485,1890.0,2891.25,3881.5,5026.5,7004.0,30.0,323.88079871360145,104.44247857767225,200.16301349978224,260.29287480908727,298.1607435170632,338.59110171474214,544.5945686192365
NC,"Cincinnati, OH",10.0,763.0,372.44447759214916,193.0,458.0,838.0,1002.75,1349.0,10.0,282.8959188775988,50.055836979415304,223.006993006993,242.54327638776843,274.8011182835071,316.1323899623723,363.8519830028329
NC,"Cleveland, OH (Metropolitan Area)",30.0,1106.6,379.22394439170114,449.0,761.75,1124.0,1472.25,1720.0,30.0,360.25429227082043,94.26091122667657,230.59561322211925,297.20605979504353,335.3813787867581,434.9257871092831,547.3454513888888
NC,"Columbus, OH",13.0,517.9230769230769,255.0939243816094,186.0,240.0,488.0,751.0,830.0,13.0,330.1036267206008,35.060628689380714,252.4819277108434,318.68081647045,343.95779054352624,358.19247257383967,370.1551127587273
NC,"Dallas/Fort Worth, TX",30.0,2962.266666666667,1216.2699035004193,1526.0,2020.5,2578.5,3796.5,5922.0,30.0,398.1513186821214,96.53148539091414,244.7370585791442,339.53328961062243,385.08209959374267,457.4245450720395,618.8554971504454
NC,"Denver, CO",30.0,1946.7333333333333,1109.5014703206473,674.0,1230.0,1586.0,2380.25,4464.0,30.0,375.9193442140566,104.91782330722167,189.8289337384159,302.93643180978444,380.9601541106357,426.6494339453147,562.3172299872936
NC,"Detroit, MI",30.0,1548.0333333333333,477.1848108208819,879.0,1121.75,1522.5,1904.75,2439.0,30.0,364.3658252793508,96.26871165298569,194.82213376006774,292.1432372481959,353.46009109392327,440.9618522927296,525.5963773584906
NC,"Fort Myers, FL",20.0,468.7,234.93069526766263,167.0,346.5,389.0,614.0,994.0,20.0,297.98524115821056,32.50153933068827,215.53339312986355,274.5707009736824,297.5656454542725,324.74036172849355,343.0128205128205
NC,"Hartford, CT",30.0,1059.8,321.2043500371043,506.0,754.5,1031.5,1352.75,1561.0,30.0,380.0780471768423,84.57963584757626,256.9476901580648,327.119726587773,343.9430230804322,455.8776994311429,525.7542071991456
NC,"Houston, TX",30.0,1764.6666666666667,848.3963913063334,871.0,1086.75,1483.0,2144.5,3984.0,30.0,383.1619882229803,120.12058479928841,217.06322425117133,279.69776414319665,355.71438414939723,486.60249162482154,613.555596799472
NC,"Indianapolis, IN",29.0,847.7586206896551,335.55110906988455,296.0,498.0,987.0,1132.0,1348.0,29.0,330.9388696339243,50.99890528113742,242.80123422676613,302.67456498159095,323.099001276011,349.14942956349205,457.3327477477477
NC,"Jacksonville, FL",19.0,350.7894736842105,210.95933756357687,144.0,176.5,313.0,496.5,802.0,19.0,356.9332627198323,64.62604774355873,258.2,308.9376404252206,334.73726977248106,405.4759161729208,484.943396226415
NC,"Kansas City, MO",26.0,812.0,349.7204597961063,145.0,506.75,928.0,1061.75,1368.0,26.0,335.9719232820416,63.51048772984798,254.91369696969696,296.60195690487956,318.1733517826409,364.692803030303,493.61999999999995
NC,"Key West, FL",2.0,91.0,0.0,91.0,91.0,91.0,91.0,91.0,2.0,286.83490925728233,5.566592182105898,282.8987341772152,284.86682171724874,286.83490925728233,288.80299679731587,290.7710843373494
NC,"Las Vegas, NV",29.0,2097.3793103448274,983.9179122915076,265.0,1571.0,2206.0,2387.0,4237.0,29.0,363.2297532347055,53.70482184814373,262.7186831162478,331.315605135986,359.02648736996764,396.3353455150855,469.9292647058823
NC,"Los Angeles, CA (Metropolitan Area)",30.0,3184.3333333333335,1038.8420388149468,1350.0,2274.75,3354.5,3711.25,5869.0,30.0,453.00547409373115,96.37068813753784,320.56120035458883,388.30763988995227,445.2150649502786,473.80723111760625,663.5363290856249
NC,"Louisville, KY",1.0,155.0,,155.0,155.0,155.0,155.0,155.0,1.0,370.36986301369865,,370.36986301369865,370.36986301369865,370.36986301369865,370.36986301369865,370.36986301369865
NC,"Memphis, TN",27.0,634.2222222222222,234.69756862385412,176.0,448.5,681.0,813.0,1013.0,27.0,354.1659314326212,64.57057709953895,241.32853882490315,309.84559884559883,352.1872181964573,394.1672960969313,496.51972963098274
NC,"Miami, FL (Metropolitan Area)",30.0,3914.4333333333334,1513.4448871487796,1856.0,2830.25,3536.0,4049.5,7911.0,30.0,280.0964236505803,54.337878829175615,178.0244931946215,239.4175494974723,280.8118791645547,328.16365872836104,370.13630365939474
NC,"Milwaukee, WI",23.0,629.3478260869565,274.7108576958115,150.0,385.0,676.0,865.5,1010.0,23.0,307.5643405694526,56.65728551246753,234.2953323558162,277.2762046929233,285.9498439125911,327.04985162366575,469.86
NC,"Minneapolis/St. Paul, MN",30.0,1513.5666666666666,563.7545738530463,667.0,967.75,1598.5,1816.75,2789.0,30.0,382.14455104302084,102.78862667751629,225.78471226245966,308.3799870609031,361.80326289611946,436.70154861083654,576.2095933014353
NC,"Nashville, TN",30.0,1254.3666666666666,653.0482626370989,295.0,864.25,931.5,1487.0,2680.0,30.0,338.6864748106356,98.82192694018232,184.20097519147765,236.8851941543832,346.02217013338804,403.74084597357825,508.51745880105085
NC,"New Orleans, LA",26.0,884.6153846153846,335.29116623294175,202.0,632.75,958.0,1108.0,1450.0,26.0,305.83100131617385,46.13411689021002,224.97248827947777,282.20907261887305,300.229625573219,328.84154621714947,408.71864769954175
NC,"New York City, NY (Metropolitan Area)",30.0,12552.3,4913.098454553698,5129.0,7948.0,12174.0,15382.0,21783.0,30.0,296.11862216233607,99.64009293571124,189.88103587172765,211.79117644591392,251.38317378745967,405.5425010590157,478.8657925698802
